year,cause,cause.code,state,deaths,population,crude.rate,crude.rate.lower.95.ci,crude.rate.upper.95.ci,percent.total.deaths
2007,Intentional self-harm by handgun discharge,X72,New Jersey,14,7919586,NaN,0.09665,0.2966,0.00269%
2007,Intentional self-harm by handgun discharge,X72,New Mexico,125,1746832,7.15581,5.90134,8.41028,0.02397%
2007,Intentional self-harm by handgun discharge,X72,North Carolina,10,8768789,NaN,0.05469,0.20973,0.00192%
2007,Intentional self-harm by handgun discharge,X72,North Dakota,10,608889,NaN,0.78757,3.02032,0.00192%
2007,Intentional self-harm by handgun discharge,X72,Ohio,39,11262561,0.34628,0.24624,0.47338,0.00748%
2007,Intentional self-harm by handgun discharge,X72,Oklahoma,138,3201797,4.31008,3.59096,5.0292,0.02647%
2007,Intentional self-harm by handgun discharge,X72,Oregon,202,3485856,5.79485,4.99571,6.59399,0.03874%
2007,Intentional self-harm by handgun discharge,X72,Pennsylvania,60,12180997,0.49257,0.37589,0.63404,0.01151%
2007,Intentional self-harm by handgun discharge,X72,South Carolina,29,4358139,0.66542,0.44565,0.95566,0.00556%
2007,Intentional self-harm by handgun discharge,X72,South Dakota,22,710567,3.09612,1.94031,4.68756,0.00422%
2007,Intentional self-harm by handgun discharge,X72,Tennessee,25,6054225,0.41293,0.26723,0.60957,0.00479%
2007,Intentional self-harm by handgun discharge,X72,Texas,171,22656419,0.75475,0.64163,0.86788,0.03280%
2007,Intentional self-harm by handgun discharge,X72,Utah,96,2474021,3.88032,3.14306,4.73853,0.01841%
2007,Intentional self-harm by handgun discharge,X72,Vermont,15,612249,NaN,1.37123,4.04088,0.00288%
2007,Intentional self-harm by handgun discharge,X72,Virginia,166,7275367,2.28167,1.93457,2.62877,0.03184%
2007,Intentional self-harm by handgun discharge,X72,Washington,226,5797648,3.89813,3.3899,4.40636,0.04335%
2007,Intentional self-harm by handgun discharge,X72,West Virginia,55,1816608,3.02762,2.28083,3.94087,0.01055%
2007,Intentional self-harm by handgun discharge,X72,Wisconsin,173,5418177,3.19296,2.71715,3.66876,0.03318%
2007,Intentional self-harm by handgun discharge,X72,Wyoming,28,515212,5.43466,3.61127,7.8546,0.00537%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alabama,37,4584500,0.80707,0.56825,1.11244,0.00710%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arizona,42,5632942,0.74561,0.53737,1.00785,0.00806%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arkansas,20,2782385,0.71881,0.43907,1.11014,0.00384%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,California,217,30471705,0.71214,0.61738,0.80689,0.04162%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Colorado,65,4571232,1.42194,1.09742,1.81237,0.01247%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Connecticut,15,3373953,NaN,0.24883,0.73327,0.00288%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Delaware,11,837721,NaN,0.65549,2.34948,0.00211%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Florida,133,17780009,0.74803,0.6209,0.87516,0.02551%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Georgia,50,8993897,0.55593,0.41262,0.73293,0.00959%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Idaho,31,1454877,2.13076,1.44775,3.02445,0.00595%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Illinois,60,12029500,0.49877,0.38062,0.64202,0.01151%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Indiana,35,6249655,0.56003,0.39008,0.77887,0.00671%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Iowa,60,2932362,2.04613,1.56142,2.63378,0.01151%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kansas,36,2676471,1.34505,0.94206,1.86212,0.00690%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kentucky,41,4193684,0.97766,0.70159,1.3263,0.00786%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Louisiana,29,4272496,0.67876,0.45458,0.97481,0.00556%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maine,29,1303167,2.22535,1.49036,3.19598,0.00556%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maryland,23,5303095,0.43371,0.27493,0.65078,0.00441%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Michigan,139,9663172,1.43845,1.19932,1.67759,0.02666%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Minnesota,80,4922459,1.6252,1.28869,2.02271,0.01534%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Mississippi,55,2884783,1.90656,1.43628,2.48165,0.01055%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Missouri,128,5746143,2.22758,1.84167,2.61349,0.02455%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Montana,16,890899,NaN,1.02654,2.9165,0.00307%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nebraska,16,1726261,NaN,0.52978,1.50516,0.00307%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nevada,26,2341653,1.11033,0.7253,1.62688,0.00499%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Hampshire,12,1279262,NaN,0.4847,1.63857,0.00230%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Jersey,34,7919586,0.42932,0.29731,0.59993,0.00652%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Mexico,32,1746832,1.83189,1.25301,2.58608,0.00614%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New York,116,17508426,0.66254,0.54197,0.78311,0.02225%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Carolina,36,8768789,0.41055,0.28754,0.56837,0.00690%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Dakota,18,608889,NaN,1.75202,4.67207,0.00345%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Ohio,84,11262561,0.74583,0.59491,0.92339,0.01611%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oklahoma,59,3201797,1.84272,1.40277,2.37697,0.01132%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oregon,84,3485856,2.40974,1.9221,2.98342,0.01611%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Pennsylvania,70,12180997,0.57467,0.44798,0.72606,0.01343%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Carolina,34,4358139,0.78015,0.54028,1.09018,0.00652%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Dakota,18,710567,NaN,1.50132,4.00353,0.00345%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Tennessee,70,6054225,1.15622,0.90133,1.46081,0.01343%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Texas,186,22656419,0.82096,0.70298,0.93894,0.03567%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Utah,37,2474021,1.49554,1.053,2.06141,0.00710%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Vermont,22,612249,3.59331,2.25189,5.44031,0.00422%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Virginia,99,7275367,1.36076,1.10595,1.65667,0.01899%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Washington,90,5797648,1.55235,1.24828,1.90811,0.01726%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,West Virginia,46,1816608,2.53219,1.85389,3.37759,0.00882%
2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Wisconsin,139,5418177,2.56544,2.13895,2.99193,0.02666%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Alabama,300,4584500,6.54379,5.80329,7.28429,0.05754%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Alaska,63,520005,12.11527,9.30974,15.50064,0.01208%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Arizona,439,5632942,7.79344,7.0644,8.52248,0.08420%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Arkansas,205,2782385,7.36778,6.35919,8.37637,0.03932%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,California,449,30471705,1.4735,1.3372,1.60979,0.08612%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Colorado,204,4571232,4.46269,3.85029,5.0751,0.03913%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Connecticut,63,3373953,1.86725,1.43485,2.38901,0.01208%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Delaware,34,837721,4.05863,2.81072,5.67153,0.00652%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,District of Columbia,10,550140,NaN,0.87167,3.34286,0.00192%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Florida,861,17780009,4.84252,4.51905,5.16598,0.16514%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Georgia,479,8993897,5.32583,4.84888,5.80279,0.09187%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Hawaii,16,430694,NaN,2.12342,6.03283,0.00307%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Idaho,57,1454877,3.91786,2.96735,5.07605,0.01093%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Illinois,304,12029500,2.52712,2.24304,2.8112,0.05831%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Indiana,294,6249655,4.70426,4.16652,5.242,0.05639%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Iowa,14,2932362,NaN,0.26102,0.80105,0.00269%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Kansas,141,2676471,5.26813,4.39856,6.1377,0.02704%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Kentucky,332,4193684,7.91667,7.06508,8.76825,0.06368%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Louisiana,297,4272496,6.95144,6.16085,7.74203,0.05696%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Maine,11,1303167,NaN,0.42137,1.51033,0.00211%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Maryland,207,5303095,3.90338,3.37163,4.43514,0.03970%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Massachusetts,103,6056022,1.70079,1.37232,2.02925,0.01975%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,353,9663172,3.65304,3.27196,4.03413,0.06770%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Minnesota,157,4922459,3.18946,2.69055,3.68837,0.03011%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,143,2884783,4.95705,4.14457,5.76952,0.02743%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Missouri,149,5746143,2.59304,2.17668,3.00941,0.02858%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Montana,74,890899,8.30622,6.52221,10.42771,0.01419%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Nebraska,72,1726261,4.17086,3.26345,5.25249,0.01381%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Nevada,199,2341653,8.49827,7.31751,9.67903,0.03817%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,New Hampshire,32,1279262,2.50144,1.71099,3.53129,0.00614%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,114,7919586,1.43947,1.17522,1.70371,0.02186%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,New Mexico,21,1746832,1.20218,0.74417,1.83766,0.00403%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,New York,311,17508426,1.77629,1.57887,1.97371,0.05965%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,554,8768789,6.31786,5.79176,6.84397,0.10625%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,North Dakota,19,608889,NaN,1.87872,4.87294,0.00364%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,532,11262561,4.72361,4.32222,5.12501,0.10204%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Oklahoma,96,3201797,2.99832,2.42864,3.66145,0.01841%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Oregon,39,3485856,1.11881,0.79558,1.52944,0.00748%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,585,12180997,4.80256,4.41338,5.19174,0.11220%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Rhode Island,16,1014427,NaN,0.90154,2.56135,0.00307%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,246,4358139,5.64461,4.93923,6.34999,0.04718%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,448,6054225,7.39979,6.71456,8.08502,0.08592%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,1035,22656419,4.56824,4.28993,4.84656,0.19851%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Utah,60,2474021,2.4252,1.8507,3.12172,0.01151%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,211,7275367,2.9002,2.50887,3.29153,0.04047%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Washington,84,5797648,1.44886,1.15567,1.79379,0.01611%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,West Virginia,102,1816608,5.61486,4.52519,6.70453,0.01956%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Wisconsin,18,5418177,NaN,0.19689,0.52504,0.00345%
2007,Intentional self-harm by other and unspecified firearm discharge,X74,Wyoming,28,515212,5.43466,3.61127,7.8546,0.00537%
2007,Assault by handgun discharge,X93,Alabama,37,4584500,0.80707,0.56825,1.11244,0.00710%
2007,Assault by handgun discharge,X93,California,259,30471705,0.84997,0.74645,0.95349,0.04968%
2007,Assault by handgun discharge,X93,Florida,69,17780009,0.38808,0.30195,0.49113,0.01323%
2007,Assault by handgun discharge,X93,Georgia,19,8993897,NaN,0.12719,0.3299,0.00364%
2007,Assault by handgun discharge,X93,Mississippi,68,2884783,2.3572,1.83046,2.98831,0.01304%
2007,Assault by handgun discharge,X93,Missouri,19,5746143,NaN,0.19908,0.51636,0.00364%
2007,Assault by handgun discharge,X93,New Jersey,11,7919586,NaN,0.06934,0.24852,0.00211%
2007,Assault by handgun discharge,X93,New Mexico,21,1746832,1.20218,0.74417,1.83766,0.00403%
2007,Assault by handgun discharge,X93,Ohio,19,11262561,NaN,0.10157,0.26345,0.00364%
2007,Assault by handgun discharge,X93,Oklahoma,48,3201797,1.49916,1.10536,1.98766,0.00921%
2007,Assault by handgun discharge,X93,Oregon,18,3485856,NaN,0.30603,0.81609,0.00345%
2007,Assault by handgun discharge,X93,Texas,45,22656419,0.19862,0.14487,0.26577,0.00863%
2007,Assault by handgun discharge,X93,Virginia,101,7275367,1.38825,1.1175,1.65899,0.01937%
2007,Assault by handgun discharge,X93,Washington,11,5797648,NaN,0.09471,0.33948,0.00211%
2007,Assault by handgun discharge,X93,Wisconsin,97,5418177,1.79027,1.45178,2.18399,0.01860%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Alabama,22,4584500,0.47988,0.30073,0.72654,0.00422%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Arizona,18,5632942,NaN,0.18938,0.50502,0.00345%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Arkansas,15,2782385,NaN,0.30173,0.88917,0.00288%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,California,85,30471705,0.27895,0.22281,0.34492,0.01630%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Florida,32,17780009,0.17998,0.1231,0.25407,0.00614%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Georgia,33,8993897,0.36692,0.25257,0.51529,0.00633%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Illinois,17,12029500,NaN,0.08232,0.22627,0.00326%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Indiana,11,6249655,NaN,0.08786,0.31493,0.00211%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Kentucky,12,4193684,NaN,0.14785,0.49984,0.00230%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Louisiana,15,4272496,NaN,0.1965,0.57906,0.00288%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Maryland,13,5303095,NaN,0.13053,0.4192,0.00249%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Michigan,26,9663172,0.26906,0.17576,0.39424,0.00499%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Mississippi,20,2884783,0.69329,0.42348,1.07074,0.00384%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Missouri,20,5746143,0.34806,0.21261,0.53755,0.00384%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,New Jersey,12,7919586,NaN,0.07829,0.26468,0.00230%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,New York,19,17508426,NaN,0.06534,0.16947,0.00364%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,North Carolina,25,8768789,0.2851,0.1845,0.42087,0.00479%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Oklahoma,18,3201797,NaN,0.33318,0.88849,0.00345%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Pennsylvania,18,12180997,NaN,0.08758,0.23354,0.00345%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,South Carolina,19,4358139,NaN,0.26248,0.68081,0.00364%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Tennessee,14,6054225,NaN,0.12642,0.38799,0.00269%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,76,22656419,0.33545,0.26429,0.41986,0.01458%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Virginia,18,7275367,NaN,0.14663,0.39101,0.00345%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Washington,13,5797648,NaN,0.11939,0.38344,0.00249%
2007,"Assault by rifle, shotgun and larger firearm discharge",X94,Wisconsin,14,5418177,NaN,0.14126,0.43353,0.00269%
2007,Assault by other and unspecified firearm discharge,X95,Alabama,316,4584500,6.89279,6.1328,7.65278,0.06061%
2007,Assault by other and unspecified firearm discharge,X95,Alaska,17,520005,NaN,1.90444,5.23432,0.00326%
2007,Assault by other and unspecified firearm discharge,X95,Arizona,318,5632942,5.64536,5.02487,6.26585,0.06099%
2007,Assault by other and unspecified firearm discharge,X95,Arkansas,135,2782385,4.85195,4.03348,5.67043,0.02589%
2007,Assault by other and unspecified firearm discharge,X95,California,1271,30471705,4.17108,3.94177,4.4004,0.24377%
2007,Assault by other and unspecified firearm discharge,X95,Colorado,72,4571232,1.57507,1.2324,1.98353,0.01381%
2007,Assault by other and unspecified firearm discharge,X95,Connecticut,62,3373953,1.83761,1.40887,2.35572,0.01189%
2007,Assault by other and unspecified firearm discharge,X95,Delaware,29,837721,3.46177,2.31842,4.97169,0.00556%
2007,Assault by other and unspecified firearm discharge,X95,District of Columbia,127,550140,23.08503,19.07004,27.10003,0.02436%
2007,Assault by other and unspecified firearm discharge,X95,Florida,825,17780009,4.64004,4.32341,4.95667,0.15823%
2007,Assault by other and unspecified firearm discharge,X95,Georgia,498,8993897,5.53709,5.05077,6.02341,0.09551%
2007,Assault by other and unspecified firearm discharge,X95,Idaho,25,1454877,1.71836,1.11204,2.53664,0.00479%
2007,Assault by other and unspecified firearm discharge,X95,Illinois,550,12029500,4.57209,4.18998,4.9542,0.10549%
2007,Assault by other and unspecified firearm discharge,X95,Indiana,230,6249655,3.6802,3.20458,4.15583,0.04411%
2007,Assault by other and unspecified firearm discharge,X95,Kansas,60,2676471,2.24176,1.71071,2.88559,0.01151%
2007,Assault by other and unspecified firearm discharge,X95,Kentucky,135,4193684,3.21913,2.67609,3.76216,0.02589%
2007,Assault by other and unspecified firearm discharge,X95,Louisiana,456,4272496,10.67292,9.6933,11.65254,0.08746%
2007,Assault by other and unspecified firearm discharge,X95,Maryland,405,5303095,7.63705,6.89325,8.38085,0.07768%
2007,Assault by other and unspecified firearm discharge,X95,Massachusetts,104,6056022,1.7173,1.38724,2.04735,0.01995%
2007,Assault by other and unspecified firearm discharge,X95,Michigan,469,9663172,4.85348,4.41422,5.29274,0.08995%
2007,Assault by other and unspecified firearm discharge,X95,Minnesota,57,4922459,1.15796,0.87703,1.50027,0.01093%
2007,Assault by other and unspecified firearm discharge,X95,Mississippi,129,2884783,4.47174,3.70006,5.24342,0.02474%
2007,Assault by other and unspecified firearm discharge,X95,Missouri,223,5746143,3.88086,3.3715,4.39023,0.04277%
2007,Assault by other and unspecified firearm discharge,X95,Nebraska,41,1726261,2.37508,1.7044,3.22205,0.00786%
2007,Assault by other and unspecified firearm discharge,X95,Nevada,125,2341653,5.33811,4.4023,6.27392,0.02397%
2007,Assault by other and unspecified firearm discharge,X95,New Jersey,250,7919586,3.15673,2.76542,3.54804,0.04795%
2007,Assault by other and unspecified firearm discharge,X95,New Mexico,45,1746832,2.57609,1.87903,3.44702,0.00863%
2007,Assault by other and unspecified firearm discharge,X95,New York,495,17508426,2.82721,2.57815,3.07627,0.09494%
2007,Assault by other and unspecified firearm discharge,X95,North Carolina,411,8768789,4.68708,4.23393,5.14022,0.07883%
2007,Assault by other and unspecified firearm discharge,X95,Ohio,382,11262561,3.39177,3.05163,3.7319,0.07327%
2007,Assault by other and unspecified firearm discharge,X95,Oklahoma,71,3201797,2.2175,1.73189,2.79707,0.01362%
2007,Assault by other and unspecified firearm discharge,X95,Oregon,16,3485856,NaN,0.26236,0.74538,0.00307%
2007,Assault by other and unspecified firearm discharge,X95,Pennsylvania,531,12180997,4.35925,3.98847,4.73003,0.10184%
2007,Assault by other and unspecified firearm discharge,X95,Rhode Island,13,1014427,NaN,0.68235,2.19142,0.00249%
2007,Assault by other and unspecified firearm discharge,X95,South Carolina,228,4358139,5.23159,4.55251,5.91067,0.04373%
2007,Assault by other and unspecified firearm discharge,X95,Tennessee,319,6054225,5.26905,4.69083,5.84727,0.06118%
2007,Assault by other and unspecified firearm discharge,X95,Texas,894,22656419,3.9459,3.68724,4.20456,0.17147%
2007,Assault by other and unspecified firearm discharge,X95,Utah,29,2474021,1.17218,0.78503,1.68345,0.00556%
2007,Assault by other and unspecified firearm discharge,X95,Virginia,179,7275367,2.46036,2.09992,2.82079,0.03433%
2007,Assault by other and unspecified firearm discharge,X95,Washington,87,5797648,1.50061,1.20193,1.851,0.01669%
2007,Assault by other and unspecified firearm discharge,X95,West Virginia,40,1816608,2.20191,1.57306,2.99838,0.00767%
2007,Assault by other and unspecified firearm discharge,X95,Wisconsin,18,5418177,NaN,0.19689,0.52504,0.00345%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,Alabama,12,4584500,NaN,0.13525,0.45723,0.00230%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,Arizona,14,5632942,NaN,0.13588,0.417,0.00269%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,California,13,30471705,NaN,0.02272,0.07295,0.00249%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,Florida,11,17780009,NaN,0.03088,0.1107,0.00211%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,Georgia,11,8993897,NaN,0.06105,0.21884,0.00211%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,Pennsylvania,11,12180997,NaN,0.04508,0.16158,0.00211%
2007,"Other and unspecified firearm discharge, undetermined intent",Y24,Texas,16,22656419,NaN,0.04037,0.11468,0.00307%
2007,Legal intervention involving firearm discharge,Y35.0,Arizona,14,5632942,NaN,0.13588,0.417,0.00269%
2007,Legal intervention involving firearm discharge,Y35.0,California,76,30471705,0.24941,0.19651,0.31218,0.01458%
2007,Legal intervention involving firearm discharge,Y35.0,Florida,20,17780009,0.11249,0.06871,0.17373,0.00384%
2007,Legal intervention involving firearm discharge,Y35.0,Georgia,10,8993897,NaN,0.05332,0.20448,0.00192%
2007,Legal intervention involving firearm discharge,Y35.0,Maryland,15,5303095,NaN,0.15831,0.46652,0.00288%
2007,Legal intervention involving firearm discharge,Y35.0,Michigan,11,9663172,NaN,0.05683,0.20368,0.00211%
2007,Legal intervention involving firearm discharge,Y35.0,New York,10,17508426,NaN,0.02739,0.10504,0.00192%
2007,Legal intervention involving firearm discharge,Y35.0,Pennsylvania,16,12180997,NaN,0.07508,0.21331,0.00307%
2007,Legal intervention involving firearm discharge,Y35.0,Texas,23,22656419,0.10152,0.06435,0.15232,0.00441%
2007,Legal intervention involving firearm discharge,Y35.0,Utah,12,2474021,NaN,0.25063,0.84727,0.00230%
2007,Legal intervention involving firearm discharge,Y35.0,Virginia,13,7275367,NaN,0.09514,0.30556,0.00249%
2008,"Rifle, shotgun and larger firearm discharge",W33,Texas,10,23065051,NaN,0.02079,0.07973,0.00192%
2008,Discharge from other and unspecified firearms,W34,Alabama,29,4625713,0.62693,0.41987,0.90038,0.00556%
2008,Discharge from other and unspecified firearms,W34,Arkansas,15,2805221,NaN,0.29928,0.88194,0.00288%
2008,Discharge from other and unspecified firearms,W34,California,23,30652700,0.07503,0.04756,0.11259,0.00441%
2008,Discharge from other and unspecified firearms,W34,Florida,12,17919332,NaN,0.0346,0.11698,0.00230%
2008,Discharge from other and unspecified firearms,W34,Georgia,27,9128544,0.29578,0.19492,0.43034,0.00518%
2008,Discharge from other and unspecified firearms,W34,Illinois,10,12057894,NaN,0.03977,0.15252,0.00192%
2008,Discharge from other and unspecified firearms,W34,Indiana,17,6288995,NaN,0.15747,0.4328,0.00326%
2008,Discharge from other and unspecified firearms,W34,Kentucky,15,4224346,NaN,0.19874,0.58566,0.00288%
2008,Discharge from other and unspecified firearms,W34,Louisiana,29,4328123,0.67004,0.44874,0.96229,0.00556%
2008,Discharge from other and unspecified firearms,W34,Mississippi,12,2902615,NaN,0.21362,0.72216,0.00230%
2008,Discharge from other and unspecified firearms,W34,Missouri,14,5777259,NaN,0.13248,0.40659,0.00269%
2008,Discharge from other and unspecified firearms,W34,North Carolina,12,8941134,NaN,0.06935,0.23444,0.00230%
2008,Discharge from other and unspecified firearms,W34,Ohio,10,11269974,NaN,0.04255,0.16318,0.00192%
2008,Discharge from other and unspecified firearms,W34,Pennsylvania,28,12212698,0.22927,0.15235,0.33136,0.00537%
2008,Discharge from other and unspecified firearms,W34,Tennessee,15,6120980,NaN,0.13716,0.40419,0.00288%
2008,Discharge from other and unspecified firearms,W34,Texas,29,23065051,0.12573,0.0842,0.18057,0.00556%
2008,Discharge from other and unspecified firearms,W34,West Virginia,21,1822428,1.15231,0.7133,1.76143,0.00403%
2008,Intentional self-harm by handgun discharge,X72,Alabama,49,4625713,1.0593,0.78368,1.40044,0.00940%
2008,Intentional self-harm by handgun discharge,X72,Alaska,48,524040,9.15961,6.75356,12.14426,0.00921%
2008,Intentional self-harm by handgun discharge,X72,Arizona,63,5724571,1.10052,0.84567,1.40804,0.01208%
2008,Intentional self-harm by handgun discharge,X72,Arkansas,20,2805221,0.71296,0.4355,1.1011,0.00384%
2008,Intentional self-harm by handgun discharge,X72,California,755,30652700,2.46308,2.28738,2.63877,0.14481%
2008,Intentional self-harm by handgun discharge,X72,Colorado,114,4646319,2.45356,2.00315,2.90396,0.02186%
2008,Intentional self-harm by handgun discharge,X72,Florida,310,17919332,1.72998,1.53739,1.92256,0.05946%
2008,Intentional self-harm by handgun discharge,X72,Georgia,82,9128544,0.89828,0.71443,1.115,0.01573%
