year,race,race.code,cause.of.death,cause.of.death.code,state,state.code,deaths,population,crude.rate,crude.rate.lower.95.ci,crude.rate.upper.95.ci,percent.total.deaths
2006,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,North Carolina,37,19,6600137,NaN,0.17,0.45,0.00%
2006,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Oklahoma,40,17,2873569,NaN,0.34,0.95,0.00%
2006,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Tennessee,47,11,4926508,NaN,0.11,0.4,0.00%
2006,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,48,63,19346962,0.33,0.25,0.42,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Alabama,1,79,3314160,2.38,1.89,2.97,0.02%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Alaska,2,14,487954,NaN,1.57,4.81,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Arizona,4,304,5255478,5.78,5.13,6.43,0.06%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Arkansas,5,47,2308449,2.04,1.5,2.71,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,California,6,837,27773583,3.01,2.81,3.22,0.16%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Colorado,8,63,4278464,1.47,1.13,1.88,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Connecticut,9,30,2982114,1.01,0.68,1.44,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Florida,12,330,14634243,2.25,2.01,2.5,0.06%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Georgia,13,135,6014480,2.24,1.87,2.62,0.03%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Idaho,16,18,1408456,NaN,0.76,2.02,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Illinois,17,149,10054436,1.48,1.24,1.72,0.03%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Indiana,18,82,5608431,1.46,1.16,1.81,0.02%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Iowa,19,11,2828308,NaN,0.19,0.7,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Kansas,20,27,2478392,1.09,0.72,1.59,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Kentucky,21,66,3819323,1.73,1.34,2.2,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Louisiana,22,82,2834087,2.89,2.3,3.59,0.02%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Maryland,24,40,3584885,1.12,0.8,1.52,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Massachusetts,25,33,5553858,0.59,0.41,0.83,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Michigan,26,90,8208506,1.1,0.88,1.35,0.02%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Minnesota,27,21,4620491,0.45,0.28,0.69,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Mississippi,28,31,1782659,1.74,1.18,2.47,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Missouri,29,44,5002188,0.88,0.64,1.18,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Nebraska,31,17,1630684,NaN,0.61,1.67,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Nevada,32,77,2060010,3.74,2.95,4.67,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Hampshire,33,10,1258795,NaN,0.38,1.46,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Jersey,34,63,6632976,0.95,0.73,1.22,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Mexico,35,37,1672039,2.21,1.56,3.05,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,New York,36,164,14077386,1.16,0.99,1.34,0.03%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,North Carolina,37,144,6600137,2.18,1.83,2.54,0.03%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Ohio,39,136,9793409,1.39,1.16,1.62,0.03%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Oklahoma,40,39,2873569,1.36,0.97,1.86,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Oregon,41,28,3360395,0.83,0.55,1.2,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Pennsylvania,42,142,10724159,1.32,1.11,1.54,0.03%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Rhode Island,44,12,942374,NaN,0.66,2.22,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,South Carolina,45,75,3003350,2.5,1.96,3.13,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Tennessee,47,116,4926508,2.35,1.93,2.78,0.02%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Texas,48,536,19346962,2.77,2.54,3.01,0.10%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Utah,49,19,2374257,NaN,0.48,1.25,0.00%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Virginia,51,52,5654946,0.92,0.69,1.21,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,Washington,53,62,5458060,1.14,0.87,1.46,0.01%
2006,White,2106-3,Assault by other and unspecified firearm discharge,X95,West Virginia,54,43,1744654,2.46,1.78,3.32,0.01%
2006,White,2106-3,Legal intervention involving firearm discharge,Y35.0,California,6,69,27773583,0.25,0.19,0.31,0.01%
2006,White,2106-3,Legal intervention involving firearm discharge,Y35.0,Florida,12,12,14634243,NaN,0.04,0.14,0.00%
2006,White,2106-3,Legal intervention involving firearm discharge,Y35.0,Georgia,13,11,6014480,NaN,0.09,0.33,0.00%
2006,White,2106-3,Legal intervention involving firearm discharge,Y35.0,Oregon,41,12,3360395,NaN,0.18,0.62,0.00%
2006,White,2106-3,Legal intervention involving firearm discharge,Y35.0,Texas,48,18,19346962,NaN,0.06,0.15,0.00%
2006,White,2106-3,Legal intervention involving firearm discharge,Y35.0,Virginia,51,10,5654946,NaN,0.08,0.33,0.00%
2007,Black or African American,2054-5,Discharge from other and unspecified firearms,W34,Louisiana,22,13,1411396,NaN,0.49,1.58,0.00%
2007,Black or African American,2054-5,Discharge from other and unspecified firearms,W34,North Carolina,37,12,2035660,NaN,0.3,1.03,0.00%
2007,Black or African American,2054-5,Discharge from other and unspecified firearms,W34,Texas,48,11,2962118,NaN,0.19,0.66,0.00%
2007,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,California,6,28,2639369,1.06,0.7,1.53,0.01%
2007,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Georgia,13,26,2891925,0.9,0.59,1.32,0.00%
2007,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Mississippi,28,13,1092496,NaN,0.63,2.03,0.00%
2007,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Missouri,29,15,712454,NaN,1.18,3.47,0.00%
2007,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Virginia,51,20,1583256,1.26,0.77,1.95,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Alabama,1,25,1243867,2.01,1.3,2.97,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Arizona,4,11,278537,NaN,1.97,7.07,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Arkansas,5,11,453433,NaN,1.21,4.34,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,California,6,25,2639369,0.95,0.61,1.4,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Florida,12,51,3029024,1.68,1.25,2.21,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Georgia,13,54,2891925,1.87,1.4,2.44,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Illinois,17,46,1951157,2.36,1.73,3.14,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Kentucky,21,13,347061,NaN,1.99,6.41,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Louisiana,22,43,1411396,3.05,2.2,4.1,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Maryland,24,31,1724204,1.8,1.22,2.55,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,26,30,1492428,2.01,1.36,2.87,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Minnesota,27,10,282436,NaN,1.7,6.51,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,28,23,1092496,2.11,1.33,3.16,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,34,10,1304334,NaN,0.37,1.41,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,New York,36,24,3456802,0.69,0.44,1.03,0.00%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,37,44,2035660,2.16,1.57,2.9,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,39,46,1473382,3.12,2.29,4.16,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,42,29,1445762,2.01,1.34,2.88,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,45,29,1289462,2.25,1.51,3.23,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,47,31,1062187,2.92,1.98,4.14,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,48,59,2962118,1.99,1.52,2.57,0.01%
2007,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,51,19,1583256,NaN,0.72,1.87,0.00%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Alabama,1,25,1243867,2.01,1.3,2.97,0.00%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,California,6,91,2639369,3.45,2.78,4.23,0.02%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Florida,12,27,3029024,0.89,0.59,1.3,0.01%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Georgia,13,12,2891925,NaN,0.21,0.72,0.00%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Mississippi,28,60,1092496,5.49,4.19,7.07,0.01%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Ohio,39,13,1473382,NaN,0.47,1.51,0.00%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Oklahoma,40,22,304098,7.23,4.53,10.95,0.00%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Texas,48,17,2962118,NaN,0.33,0.92,0.00%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Virginia,51,78,1583256,4.93,3.89,6.15,0.01%
2007,Black or African American,2054-5,Assault by handgun discharge,X93,Wisconsin,55,65,374709,17.35,13.39,22.11,0.01%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Alabama,1,10,1243867,NaN,0.39,1.48,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Arkansas,5,10,453433,NaN,1.06,4.06,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,California,6,18,2639369,NaN,0.4,1.08,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Florida,12,16,3029024,NaN,0.3,0.86,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Georgia,13,19,2891925,NaN,0.4,1.03,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Illinois,17,12,1951157,NaN,0.32,1.07,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Maryland,24,12,1724204,NaN,0.36,1.22,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Michigan,26,15,1492428,NaN,0.56,1.66,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Mississippi,28,12,1092496,NaN,0.57,1.92,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,South Carolina,45,15,1289462,NaN,0.65,1.92,0.00%
2007,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,48,20,2962118,0.68,0.41,1.04,0.00%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Alabama,1,217,1243867,17.45,15.12,19.77,0.04%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Arizona,4,50,278537,17.95,13.32,23.67,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Arkansas,5,83,453433,18.3,14.58,22.69,0.02%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,California,6,454,2639369,17.2,15.62,18.78,0.09%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Colorado,8,16,224746,NaN,4.07,11.56,0.00%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Connecticut,9,33,394640,8.36,5.76,11.74,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Delaware,10,25,192615,12.98,8.4,19.16,0.00%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,District of Columbia,11,122,321494,37.95,31.21,44.68,0.02%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Florida,12,463,3029024,15.29,13.89,16.68,0.09%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Georgia,13,346,2891925,11.96,10.7,13.23,0.07%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Illinois,17,404,1951157,20.71,18.69,22.72,0.08%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Indiana,18,149,612333,24.33,20.43,28.24,0.03%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Kansas,20,25,183812,13.6,8.8,20.08,0.00%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Kentucky,21,55,347061,15.85,11.94,20.63,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Louisiana,22,361,1411396,25.58,22.94,28.22,0.07%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Maryland,24,357,1724204,20.71,18.56,22.85,0.07%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Massachusetts,25,59,503993,11.71,8.91,15.1,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Michigan,26,378,1492428,25.33,22.77,27.88,0.07%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Minnesota,27,32,282436,11.33,7.75,15.99,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Mississippi,28,96,1092496,8.79,7.12,10.73,0.02%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Missouri,29,163,712454,22.88,19.37,26.39,0.03%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Nebraska,31,17,89065,NaN,11.12,30.56,0.00%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Nevada,32,43,233966,18.38,13.3,24.76,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,New Jersey,34,190,1304334,14.57,12.5,16.64,0.04%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,New York,36,349,3456802,10.1,9.04,11.16,0.07%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,North Carolina,37,259,2035660,12.72,11.17,14.27,0.05%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Ohio,39,256,1473382,17.37,15.25,19.5,0.05%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Oklahoma,40,31,304098,10.19,6.93,14.47,0.01%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Pennsylvania,42,388,1445762,26.84,24.17,29.51,0.07%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,South Carolina,45,155,1289462,12.02,10.13,13.91,0.03%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Tennessee,47,194,1062187,18.26,15.69,20.83,0.04%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Texas,48,301,2962118,10.16,9.01,11.31,0.06%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Virginia,51,109,1583256,6.88,5.59,8.18,0.02%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Washington,53,19,283382,NaN,4.04,10.47,0.00%
2007,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Wisconsin,55,15,374709,NaN,2.24,6.6,0.00%
2007,Black or African American,2054-5,Legal intervention involving firearm discharge,Y35.0,California,6,21,2639369,0.8,0.49,1.22,0.00%
2007,Black or African American,2054-5,Legal intervention involving firearm discharge,Y35.0,Maryland,24,11,1724204,NaN,0.32,1.14,0.00%
2007,Black or African American,2054-5,Legal intervention involving firearm discharge,Y35.0,Pennsylvania,42,10,1445762,NaN,0.33,1.27,0.00%
2007,White,2106-3,Handgun discharge,W32,California,6,13,27832336,NaN,0.02,0.08,0.00%
2007,White,2106-3,"Rifle, shotgun and larger firearm discharge",W33,Texas,48,11,19694301,NaN,0.03,0.1,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Alabama,1,15,3340633,NaN,0.25,0.74,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Arkansas,5,11,2328952,NaN,0.24,0.85,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,California,6,16,27832336,NaN,0.03,0.09,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Florida,12,10,14750985,NaN,0.03,0.12,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Georgia,13,13,6101972,NaN,0.11,0.36,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Illinois,17,12,10078343,NaN,0.06,0.21,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Indiana,18,10,5637322,NaN,0.09,0.33,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Kentucky,21,24,3846623,0.62,0.4,0.93,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Louisiana,22,20,2861100,0.7,0.43,1.08,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Missouri,29,10,5033689,NaN,0.1,0.37,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,North Carolina,37,18,6733129,NaN,0.16,0.42,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Pennsylvania,42,16,10735235,NaN,0.09,0.24,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Tennessee,47,18,4992038,NaN,0.21,0.57,0.00%
2007,White,2106-3,Discharge from other and unspecified firearms,W34,Texas,48,48,19694301,0.24,0.18,0.32,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Alabama,1,52,3340633,1.56,1.16,2.04,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Arizona,4,54,5354405,1.01,0.76,1.32,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Arkansas,5,16,2328952,NaN,0.39,1.12,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,California,6,645,27832336,2.32,2.14,2.5,0.12%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Colorado,8,119,4346486,2.74,2.25,3.23,0.02%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Florida,12,264,14750985,1.79,1.57,2.01,0.05%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Georgia,13,82,6101972,1.34,1.07,1.67,0.02%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Idaho,16,55,1441249,3.82,2.87,4.97,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Illinois,17,50,10078343,0.5,0.37,0.65,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Indiana,18,54,5637322,0.96,0.72,1.25,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Iowa,19,55,2837532,1.94,1.46,2.52,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Kansas,20,31,2492659,1.24,0.84,1.77,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Kentucky,21,46,3846623,1.2,0.88,1.6,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Maine,23,48,1285828,3.73,2.75,4.95,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Michigan,26,56,8170744,0.69,0.52,0.89,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Minnesota,27,22,4640023,0.47,0.3,0.72,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Mississippi,28,66,1792287,3.68,2.85,4.68,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Missouri,29,158,5033689,3.14,2.65,3.63,0.03%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Montana,30,26,884439,2.94,1.92,4.31,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Nevada,32,33,2107687,1.57,1.08,2.2,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,New Hampshire,33,26,1261147,2.06,1.35,3.02,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,New Jersey,34,13,6615252,NaN,0.1,0.34,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,New Mexico,35,122,1693476,7.2,5.93,8.48,0.02%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Ohio,39,36,9789179,0.37,0.26,0.51,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Oklahoma,40,132,2897699,4.56,3.78,5.33,0.03%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Oregon,41,200,3399653,5.88,5.07,6.7,0.04%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Pennsylvania,42,57,10735235,0.53,0.4,0.69,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,South Carolina,45,28,3068677,0.91,0.61,1.32,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,South Dakota,46,21,699485,3,1.86,4.59,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Tennessee,47,25,4992038,0.5,0.32,0.74,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Texas,48,164,19694301,0.83,0.71,0.96,0.03%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Utah,49,95,2437796,3.9,3.15,4.76,0.02%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Vermont,50,15,604985,NaN,1.39,4.09,0.00%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Virginia,51,146,5692111,2.56,2.15,2.98,0.03%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Washington,53,222,5514266,4.03,3.5,4.56,0.04%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,West Virginia,54,55,1749103,3.14,2.37,4.09,0.01%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Wisconsin,55,164,5043468,3.25,2.75,3.75,0.03%
2007,White,2106-3,Intentional self-harm by handgun discharge,X72,Wyoming,56,27,508757,5.31,3.5,7.72,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alabama,1,34,3340633,1.02,0.7,1.42,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arizona,4,41,5354405,0.77,0.55,1.04,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arkansas,5,19,2328952,NaN,0.49,1.27,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,California,6,208,27832336,0.75,0.65,0.85,0.04%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Colorado,8,65,4346486,1.5,1.15,1.91,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Connecticut,9,15,2979313,NaN,0.28,0.83,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Delaware,10,11,645106,NaN,0.85,3.05,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Florida,12,129,14750985,0.87,0.72,1.03,0.02%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Georgia,13,46,6101972,0.75,0.55,1.01,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Idaho,16,31,1441249,2.15,1.46,3.05,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Illinois,17,56,10078343,0.56,0.42,0.72,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Indiana,18,32,5637322,0.57,0.39,0.8,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Iowa,19,60,2837532,2.11,1.61,2.72,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kansas,20,36,2492659,1.44,1.01,2,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kentucky,21,41,3846623,1.07,0.76,1.45,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Louisiana,22,27,2861100,0.94,0.62,1.37,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maine,23,29,1285828,2.26,1.51,3.24,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maryland,24,19,3578891,NaN,0.32,0.83,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Michigan,26,136,8170744,1.66,1.38,1.94,0.03%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Minnesota,27,80,4640023,1.72,1.37,2.15,0.02%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Mississippi,28,49,1792287,2.73,2.02,3.61,0.01%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Missouri,29,126,5033689,2.5,2.07,2.94,0.02%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Montana,30,16,884439,NaN,1.03,2.94,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nebraska,31,16,1637196,NaN,0.56,1.59,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nevada,32,26,2107687,1.23,0.81,1.81,0.00%
2007,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Hampshire,33,12,1261147,NaN,0.49,1.66,0.00%
